id	uline行业号	uline行业名	状态	阿里新行业号	阿里新行业名	微信行业号	微信行业名	京东新行业号	京东新行业名
367	161215010100367	个体工商户-餐饮/食品-中餐-云南菜	1	2015050700000000	美食	153	个体工商户-餐饮/食品-餐饮	011002	本地生活服务-餐饮门店
368	161215010100368	个体工商户-餐饮/食品-中餐-贵州菜	1	2015050700000000	美食	153	个体工商户-餐饮/食品-餐饮	011002	本地生活服务-餐饮门店
369	161215010100369	个体工商户-餐饮/食品-中餐-西北菜	1	2015050700000000	美食	153	个体工商户-餐饮/食品-餐饮	011002	本地生活服务-餐饮门店
370	161215010100370	个体工商户-餐饮/食品-中餐-东北菜	1	2015050700000000	美食	153	个体工商户-餐饮/食品-餐饮	011002	本地生活服务-餐饮门店
371	161215010100371	个体工商户-餐饮/食品-中餐-香锅/烤鱼	1	2015050700000000	美食	153	个体工商户-餐饮/食品-餐饮	011002	本地生活服务-餐饮门店
372	161215010100372	个体工商户-餐饮/食品-中餐-海鲜	1	2015050700000000	美食	153	个体工商户-餐饮/食品-餐饮	011002	本地生活服务-餐饮门店
373	161215010100373	个体工商户-餐饮/食品-中餐-其它地方菜	1	2015050700000000	美食	153	个体工商户-餐饮/食品-餐饮	011002	本地生活服务-餐饮门店
374	161215010100374	个体工商户-餐饮/食品-中餐-粤菜	1	2015050700000000	美食	153	个体工商户-餐饮/食品-餐饮	011002	本地生活服务-餐饮门店
375	161215010100375	个体工商户-餐饮/食品-中餐-海南菜	1	2015050700000000	美食	153	个体工商户-餐饮/食品-餐饮	011002	本地生活服务-餐饮门店
376	161215010100376	个体工商户-餐饮/食品-中餐-鲁菜	1	2015050700000000	美食	153	个体工商户-餐饮/食品-餐饮	011002	本地生活服务-餐饮门店
377	161215010100377	个体工商户-餐饮/食品-中餐-徽菜	1	2015050700000000	美食	153	个体工商户-餐饮/食品-餐饮	011002	本地生活服务-餐饮门店
378	161215010100378	个体工商户-餐饮/食品-中餐-晋菜	1	2015050700000000	美食	153	个体工商户-餐饮/食品-餐饮	011002	本地生活服务-餐饮门店
379	161215010100379	个体工商户-餐饮/食品-中餐-豫菜	1	2015050700000000	美食	153	个体工商户-餐饮/食品-餐饮	011002	本地生活服务-餐饮门店
380	161215010100380	个体工商户-餐饮/食品-中餐-闽菜	1	2015050700000000	美食	153	个体工商户-餐饮/食品-餐饮	011002	本地生活服务-餐饮门店
381	161215010100381	个体工商户-餐饮/食品-中餐-上海本帮菜	1	2015050700000000	美食	153	个体工商户-餐饮/食品-餐饮	011002	本地生活服务-餐饮门店
382	161215010100382	个体工商户-餐饮/食品-中餐-淮扬菜	1	2015050700000000	美食	153	个体工商户-餐饮/食品-餐饮	011002	本地生活服务-餐饮门店
383	161215010100383	个体工商户-餐饮/食品-火锅-麻辣烫/串串香	1	2015050700000000	美食	153	个体工商户-餐饮/食品-餐饮	011002	本地生活服务-餐饮门店
384	161215010100384	个体工商户-餐饮/食品-火锅-川味/重庆火锅	1	2015050700000000	美食	153	个体工商户-餐饮/食品-餐饮	011002	本地生活服务-餐饮门店
385	161215010100385	个体工商户-餐饮/食品-火锅-云南火锅	1	2015050700000000	美食	153	个体工商户-餐饮/食品-餐饮	011002	本地生活服务-餐饮门店
386	161215010100386	个体工商户-餐饮/食品-火锅-老北京涮羊肉	1	2015050700000000	美食	153	个体工商户-餐饮/食品-餐饮	011002	本地生活服务-餐饮门店
387	161215010100387	个体工商户-餐饮/食品-火锅-港式火锅	1	2015050700000000	美食	153	个体工商户-餐饮/食品-餐饮	011002	本地生活服务-餐饮门店
388	161215010100388	个体工商户-餐饮/食品-火锅-鱼火锅	1	2015050700000000	美食	153	个体工商户-餐饮/食品-餐饮	011002	本地生活服务-餐饮门店
389	161215010100389	个体工商户-餐饮/食品-火锅-羊蝎子	1	2015050700000000	美食	153	个体工商户-餐饮/食品-餐饮	011002	本地生活服务-餐饮门店
390	161215010100390	个体工商户-餐饮/食品-火锅-炭火锅	1	2015050700000000	美食	153	个体工商户-餐饮/食品-餐饮	011002	本地生活服务-餐饮门店
391	161215010100391	个体工商户-餐饮/食品-火锅-韩式火锅	1	2015050700000000	美食	153	个体工商户-餐饮/食品-餐饮	011002	本地生活服务-餐饮门店
392	161215010100392	个体工商户-餐饮/食品-火锅-豆捞	1	2015050700000000	美食	153	个体工商户-餐饮/食品-餐饮	011002	本地生活服务-餐饮门店
393	161215010100393	个体工商户-餐饮/食品-火锅-其它火锅	1	2015050700000000	美食	153	个体工商户-餐饮/食品-餐饮	011002	本地生活服务-餐饮门店
394	161215010100394	个体工商户-餐饮/食品-烧烤-中式烧烤	1	2015050700000000	美食	153	个体工商户-餐饮/食品-餐饮	011002	本地生活服务-餐饮门店
395	161215010100395	个体工商户-餐饮/食品-烧烤-拉美烧烤	1	2015050700000000	美食	153	个体工商户-餐饮/食品-餐饮	011002	本地生活服务-餐饮门店
396	161215010100396	个体工商户-餐饮/食品-烧烤-日式烧烤	1	2015050700000000	美食	153	个体工商户-餐饮/食品-餐饮	011002	本地生活服务-餐饮门店
397	161215010100397	个体工商户-餐饮/食品-烧烤-铁板烧	1	2015050700000000	美食	153	个体工商户-餐饮/食品-餐饮	011002	本地生活服务-餐饮门店
398	161215010100398	个体工商户-餐饮/食品-烧烤-韩式烧烤	1	2015050700000000	美食	153	个体工商户-餐饮/食品-餐饮	011002	本地生活服务-餐饮门店
399	161215010100399	个体工商户-餐饮/食品-烧烤-其它烧烤	1	2015050700000000	美食	153	个体工商户-餐饮/食品-餐饮	011002	本地生活服务-餐饮门店
400	161215010100400	个体工商户-餐饮/食品-其他美食-自助餐	1	2015050700000000	美食	153	个体工商户-餐饮/食品-餐饮	011002	本地生活服务-餐饮门店
401	161215010100401	个体工商户-餐饮/食品-其他美食-创意菜	1	2015050700000000	美食	153	个体工商户-餐饮/食品-餐饮	011002	本地生活服务-餐饮门店
402	161215010100402	个体工商户-餐饮/食品-其他美食-西餐	1	2015050700000000	美食	153	个体工商户-餐饮/食品-餐饮	011002	本地生活服务-餐饮门店
403	161215010100403	个体工商户-餐饮/食品-其他美食-日韩料理	1	2015050700000000	美食	153	个体工商户-餐饮/食品-餐饮	011002	本地生活服务-餐饮门店
404	161215010100404	个体工商户-餐饮/食品-其他美食-东南亚菜	1	2015050700000000	美食	153	个体工商户-餐饮/食品-餐饮	011002	本地生活服务-餐饮门店
405	161215010100405	个体工商户-餐饮/食品-其他美食-素食	1	2015050700000000	美食	153	个体工商户-餐饮/食品-餐饮	011002	本地生活服务-餐饮门店
406	161215010100406	个体工商户-餐饮/食品-其他美食-其他餐饮美食	1	2015050700000000	美食	153	个体工商户-餐饮/食品-餐饮	011002	本地生活服务-餐饮门店
407	161215010100407	个体工商户-餐饮/食品-其他美食-清真菜	1	2015050700000000	美食	153	个体工商户-餐饮/食品-餐饮	011002	本地生活服务-餐饮门店
408	161215010100408	个体工商户-餐饮/食品-其他美食-茶餐厅	1	2015050700000000	美食	153	个体工商户-餐饮/食品-餐饮	011002	本地生活服务-餐饮门店
409	161215010100409	个体工商户-餐饮/食品-其他美食-土菜/农家菜	1	2015050700000000	美食	153	个体工商户-餐饮/食品-餐饮	011002	本地生活服务-餐饮门店
410	161215010100410	个体工商户-餐饮/食品-其他美食-采摘/农家乐	1	2015050700000000	美食	153	个体工商户-餐饮/食品-餐饮	011002	本地生活服务-餐饮门店
411	161215010100411	个体工商户-餐饮/食品-汤/粥/煲/砂锅/炖菜-粥	1	2015050700000000	美食	153	个体工商户-餐饮/食品-餐饮	011002	本地生活服务-餐饮门店
412	161215010100412	个体工商户-餐饮/食品-汤/粥/煲/砂锅/炖菜-汤	1	2015050700000000	美食	153	个体工商户-餐饮/食品-餐饮	011002	本地生活服务-餐饮门店
413	161215010100413	个体工商户-餐饮/食品-汤/粥/煲/砂锅/炖菜-砂锅/煲类/炖菜	1	2015050700000000	美食	153	个体工商户-餐饮/食品-餐饮	011002	本地生活服务-餐饮门店
414	161215010100414	个体工商户-餐饮/食品-汤/粥/煲/砂锅/炖菜-其它	1	2015050700000000	美食	153	个体工商户-餐饮/食品-餐饮	011002	本地生活服务-餐饮门店
415	161215010100415	个体工商户-餐饮/食品-快餐-西式快餐	1	2015050700000000	美食	153	个体工商户-餐饮/食品-餐饮	011002	本地生活服务-餐饮门店
416	161215010100416	个体工商户-餐饮/食品-快餐-中式快餐	1	2015050700000000	美食	153	个体工商户-餐饮/食品-餐饮	011002	本地生活服务-餐饮门店
417	161215010100417	个体工商户-餐饮/食品-快餐-其它快餐	1	2015050700000000	美食	153	个体工商户-餐饮/食品-餐饮	011002	本地生活服务-餐饮门店
418	161215010100418	个体工商户-餐饮/食品-休闲食品-零食	1	2015050700000000	美食	292	个体工商户-餐饮/食品-食品	011002	本地生活服务-餐饮门店
419	161215010100419	个体工商户-餐饮/食品-休闲食品-生鲜水果	1	2015050700000000	美食	292	个体工商户-餐饮/食品-食品	011002	本地生活服务-餐饮门店
420	161215010100420	个体工商户-餐饮/食品-休闲食品-其它休闲食品	1	2015050700000000	美食	292	个体工商户-餐饮/食品-食品	011002	本地生活服务-餐饮门店
421	161215010100421	个体工商户-餐饮/食品-休闲食品-美食特产	1	2015050700000000	美食	292	个体工商户-餐饮/食品-食品	011002	本地生活服务-餐饮门店
422	161215010100422	个体工商户-餐饮/食品-小吃-熟食	1	2015050700000000	美食	153	个体工商户-餐饮/食品-餐饮	011002	本地生活服务-餐饮门店
423	161215010100423	个体工商户-餐饮/食品-小吃-面点	1	2015050700000000	美食	153	个体工商户-餐饮/食品-餐饮	011002	本地生活服务-餐饮门店
424	161215010100424	个体工商户-餐饮/食品-小吃-米粉/米线	1	2015050700000000	美食	153	个体工商户-餐饮/食品-餐饮	011002	本地生活服务-餐饮门店
425	161215010100425	个体工商户-餐饮/食品-小吃-其它小吃	1	2015050700000000	美食	153	个体工商户-餐饮/食品-餐饮	011002	本地生活服务-餐饮门店
426	161215010100426	个体工商户-餐饮/食品-休闲茶饮-咖啡	1	2015050700000000	美食	153	个体工商户-餐饮/食品-餐饮	011002	本地生活服务-餐饮门店
427	161215010100427	个体工商户-餐饮/食品-休闲茶饮-奶茶	1	2015050700000000	美食	153	个体工商户-餐饮/食品-餐饮	011002	本地生活服务-餐饮门店
428	161215010100428	个体工商户-餐饮/食品-休闲茶饮-冰激凌	1	2015050700000000	美食	153	个体工商户-餐饮/食品-餐饮	011002	本地生活服务-餐饮门店
429	161215010100429	个体工商户-餐饮/食品-休闲茶饮-饮品/甜点	1	2015050700000000	美食	153	个体工商户-餐饮/食品-餐饮	011002	本地生活服务-餐饮门店
430	161215010100430	个体工商户-餐饮/食品-休闲茶饮-咖啡厅	1	2015050700000000	美食	153	个体工商户-餐饮/食品-餐饮	011002	本地生活服务-餐饮门店
431	161215010100431	个体工商户-餐饮/食品-休闲茶饮-酒吧	1	2015050700000000	美食	153	个体工商户-餐饮/食品-餐饮	011002	本地生活服务-餐饮门店
432	161215010100432	个体工商户-餐饮/食品-烘焙糕点-蛋糕	1	2015050700000000	美食	153	个体工商户-餐饮/食品-餐饮	011002	本地生活服务-餐饮门店
433	161215010100433	个体工商户-餐饮/食品-烘焙糕点-面包	1	2015050700000000	美食	153	个体工商户-餐饮/食品-餐饮	011002	本地生活服务-餐饮门店
434	161215010100434	个体工商户-餐饮/食品-烘焙糕点-其它烘焙糕点	1	2015050700000000	美食	153	个体工商户-餐饮/食品-餐饮	011002	本地生活服务-餐饮门店
435	161215010100435	个体工商户-零售/批发-超市便利店-个人护理	1	2015091000052157	超市便利店	209	个体工商户-线下零售-便利店	009002	零售业（线下实体店）-便利店
436	161215010100436	个体工商户-零售/批发-超市便利店-便利店	1	2015091000052157	超市便利店	209	个体工商户-线下零售-便利店	009002	零售业（线下实体店）-便利店
437	161215010100437	个体工商户-零售/批发-超市便利店-烟酒杂货	1	2015091000052157	超市便利店	209	个体工商户-线下零售-便利店	009002	零售业（线下实体店）-便利店
438	161215010100438	个体工商户-娱乐/美容/健身服务-K歌-量贩式KTV	1	2015062600004525	休闲娱乐	149	个体工商户-娱乐/健身服务-游艺厅/KTV/网吧	011006	本地生活服务-婚介交友/咨询服务/婚庆/汽车保养/娱乐休闲/广告设计/宠物服务/衣物保养/维修服务 
439	161215010100439	个体工商户-娱乐/美容/健身服务-K歌-会所型KTV	1	2015062600004525	休闲娱乐	149	个体工商户-娱乐/健身服务-游艺厅/KTV/网吧	011006	本地生活服务-婚介交友/咨询服务/婚庆/汽车保养/娱乐休闲/广告设计/宠物服务/衣物保养/维修服务  
440	161215010100440	个体工商户-娱乐/美容/健身服务-K歌-录音棚	1	2015062600004525	休闲娱乐	149	个体工商户-娱乐/健身服务-游艺厅/KTV/网吧	011006	本地生活服务-婚介交友/咨询服务/婚庆/汽车保养/娱乐休闲/广告设计/宠物服务/衣物保养/维修服务  
441	161215010100441	个体工商户-娱乐/美容/健身服务-休闲娱乐-棋牌休闲	1	2015062600004525	休闲娱乐	300	个体工商户-娱乐/健身服务-俱乐部/休闲会所	011006	本地生活服务-婚介交友/咨询服务/婚庆/汽车保养/娱乐休闲/广告设计/宠物服务/衣物保养/维修服务 
699	161215010100699	企业-线下零售-百货-百货	2			207	企业-线下零售-百货		
442	161215010100442	个体工商户-娱乐/美容/健身服务-休闲娱乐-中医养生	1	2015062600004525	休闲娱乐	300	个体工商户-娱乐/健身服务-俱乐部/休闲会所	011006	本地生活服务-婚介交友/咨询服务/婚庆/汽车保养/娱乐休闲/广告设计/宠物服务/衣物保养/维修服务 
443	161215010100443	个体工商户-娱乐/美容/健身服务-休闲娱乐-足疗按摩	1	2015062600004525	休闲娱乐	300	个体工商户-娱乐/健身服务-俱乐部/休闲会所	011006	本地生活服务-婚介交友/咨询服务/婚庆/汽车保养/娱乐休闲/广告设计/宠物服务/衣物保养/维修服务 
444	161215010100444	个体工商户-娱乐/美容/健身服务-休闲娱乐-洗浴/桑拿会所	1	2015062600004525	休闲娱乐	300	个体工商户-娱乐/健身服务-俱乐部/休闲会所	011006	本地生活服务-婚介交友/咨询服务/婚庆/汽车保养/娱乐休闲/广告设计/宠物服务/衣物保养/维修服务 
445	161215010100445	个体工商户-娱乐/美容/健身服务-休闲娱乐-网吧网咖	1	2015062600004525	休闲娱乐	149	个体工商户-娱乐/健身服务-游艺厅/KTV/网吧	011006	本地生活服务-婚介交友/咨询服务/婚庆/汽车保养/娱乐休闲/广告设计/宠物服务/衣物保养/维修服务 
446	161215010100446	个体工商户-娱乐/美容/健身服务-休闲娱乐-游乐游艺	1	2015062600004525	休闲娱乐	149	个体工商户-娱乐/健身服务-游艺厅/KTV/网吧	011006	本地生活服务-婚介交友/咨询服务/婚庆/汽车保养/娱乐休闲/广告设计/宠物服务/衣物保养/维修服务 
447	161215010100447	个体工商户-娱乐/美容/健身服务-休闲娱乐-图书馆	1	2015062600004525	休闲娱乐	300	个体工商户-娱乐/健身服务-俱乐部/休闲会所	011006	本地生活服务-婚介交友/咨询服务/婚庆/汽车保养/娱乐休闲/广告设计/宠物服务/衣物保养/维修服务 
448	161215010100448	个体工商户-娱乐/美容/健身服务-休闲娱乐-密室	1	2015062600004525	休闲娱乐	149	个体工商户-娱乐/健身服务-游艺厅/KTV/网吧	011006	本地生活服务-婚介交友/咨询服务/婚庆/汽车保养/娱乐休闲/广告设计/宠物服务/衣物保养/维修服务 
449	161215010100449	个体工商户-娱乐/美容/健身服务-休闲娱乐-桌面游戏	1	2015062600004525	休闲娱乐	149	个体工商户-娱乐/健身服务-游艺厅/KTV/网吧	011006	本地生活服务-婚介交友/咨询服务/婚庆/汽车保养/娱乐休闲/广告设计/宠物服务/衣物保养/维修服务 
450	161215010100450	个体工商户-娱乐/美容/健身服务-休闲娱乐-真人CS	1	2015062600004525	休闲娱乐	149	个体工商户-娱乐/健身服务-游艺厅/KTV/网吧	011006	本地生活服务-婚介交友/咨询服务/婚庆/汽车保养/娱乐休闲/广告设计/宠物服务/衣物保养/维修服务 
451	161215010100451	个体工商户-娱乐/美容/健身服务-美发/美容/美甲-美甲/手护	1	2015063000020189	生活服务	148	个体工商户-娱乐/健身服务-美容/健身类会所	011006	本地生活服务-婚介交友/咨询服务/婚庆/汽车保养/娱乐休闲/广告设计/宠物服务/衣物保养/维修服务 
452	161215010100452	个体工商户-娱乐/美容/健身服务-美发/美容/美甲-SPA/美容/美体	1	2015063000020189	生活服务	148	个体工商户-娱乐/健身服务-美容/健身类会所	011006	本地生活服务-婚介交友/咨询服务/婚庆/汽车保养/娱乐休闲/广告设计/宠物服务/衣物保养/维修服务 
453	161215010100453	个体工商户-娱乐/美容/健身服务-美发/美容/美甲-美容美发	1	2015063000020189	生活服务	148	个体工商户-娱乐/健身服务-美容/健身类会所	011006	本地生活服务-婚介交友/咨询服务/婚庆/汽车保养/娱乐休闲/广告设计/宠物服务/衣物保养/维修服务  
454	161215010100454	个体工商户-娱乐/美容/健身服务-美发/美容/美甲-美容美甲	1	2015063000020189	生活服务	148	个体工商户-娱乐/健身服务-美容/健身类会所	011006	本地生活服务-婚介交友/咨询服务/婚庆/汽车保养/娱乐休闲/广告设计/宠物服务/衣物保养/维修服务 
455	161215010100455	个体工商户-娱乐/美容/健身服务-美发/美容/美甲-美发美甲	1	2015063000020189	生活服务	148	个体工商户-娱乐/健身服务-美容/健身类会所	011006	本地生活服务-婚介交友/咨询服务/婚庆/汽车保养/娱乐休闲/广告设计/宠物服务/衣物保养/维修服务 
456	161215010100456	个体工商户-娱乐/美容/健身服务-美发/美容/美甲-美发	1	2015063000020189	生活服务	148	个体工商户-娱乐/健身服务-美容/健身类会所	011006	本地生活服务-婚介交友/咨询服务/婚庆/汽车保养/娱乐休闲/广告设计/宠物服务/衣物保养/维修服务  
457	161215010100457	个体工商户-娱乐/美容/健身服务-美发/美容/美甲-彩妆造型	1	2015063000020189	生活服务	148	个体工商户-娱乐/健身服务-美容/健身类会所	011006	本地生活服务-婚介交友/咨询服务/婚庆/汽车保养/娱乐休闲/广告设计/宠物服务/衣物保养/维修服务 
458	161215010100458	个体工商户-娱乐/美容/健身服务-美发/美容/美甲-美睫	1	2015063000020189	生活服务	148	个体工商户-娱乐/健身服务-美容/健身类会所	011006	本地生活服务-婚介交友/咨询服务/婚庆/汽车保养/娱乐休闲/广告设计/宠物服务/衣物保养/维修服务 
459	161215010100459	个体工商户-娱乐/美容/健身服务-美发/美容/美甲-产后塑形	1	2015063000020189	生活服务	148	个体工商户-娱乐/健身服务-美容/健身类会所	011006	本地生活服务-婚介交友/咨询服务/婚庆/汽车保养/娱乐休闲/广告设计/宠物服务/衣物保养/维修服务 
460	161215010100460	个体工商户-娱乐/美容/健身服务-美发/美容/美甲-纹绣	1	2015063000020189	生活服务	148	个体工商户-娱乐/健身服务-美容/健身类会所	011006	本地生活服务-婚介交友/咨询服务/婚庆/汽车保养/娱乐休闲/广告设计/宠物服务/衣物保养/维修服务 
461	161215010100461	个体工商户-娱乐/美容/健身服务-美发/美容/美甲-纹身	1	2015063000020189	生活服务	148	个体工商户-娱乐/健身服务-美容/健身类会所	011006	本地生活服务-婚介交友/咨询服务/婚庆/汽车保养/娱乐休闲/广告设计/宠物服务/衣物保养/维修服务 
462	161215010100462	个体工商户-娱乐/美容/健身服务-美发/美容/美甲-祛痘	1	2015063000020189	生活服务	148	个体工商户-娱乐/健身服务-美容/健身类会所	011006	本地生活服务-婚介交友/咨询服务/婚庆/汽车保养/娱乐休闲/广告设计/宠物服务/衣物保养/维修服务 
463	161215010100463	个体工商户-娱乐/美容/健身服务-美发/美容/美甲-整形	1	2015063000020189	生活服务	148	个体工商户-娱乐/健身服务-美容/健身类会所	011006	本地生活服务-婚介交友/咨询服务/婚庆/汽车保养/娱乐休闲/广告设计/宠物服务/衣物保养/维修服务 
464	161215010100464	个体工商户-娱乐/美容/健身服务-运动健身-篮球场	1	2015062600004525	休闲娱乐	148	个体工商户-娱乐/健身服务-美容/健身类会所	011006	本地生活服务-婚介交友/咨询服务/婚庆/汽车保养/娱乐休闲/广告设计/宠物服务/衣物保养/维修服务 
465	161215010100465	个体工商户-娱乐/美容/健身服务-运动健身-舞蹈	1	2015062600004525	休闲娱乐	148	个体工商户-娱乐/健身服务-美容/健身类会所	011006	本地生活服务-婚介交友/咨询服务/婚庆/汽车保养/娱乐休闲/广告设计/宠物服务/衣物保养/维修服务 
466	161215010100466	个体工商户-娱乐/美容/健身服务-运动健身-网球场	1	2015062600004525	休闲娱乐	148	个体工商户-娱乐/健身服务-美容/健身类会所	011006	本地生活服务-婚介交友/咨询服务/婚庆/汽车保养/娱乐休闲/广告设计/宠物服务/衣物保养/维修服务 
467	161215010100467	个体工商户-娱乐/美容/健身服务-运动健身-乒乓球馆	1	2015062600004525	休闲娱乐	148	个体工商户-娱乐/健身服务-美容/健身类会所	011006	本地生活服务-婚介交友/咨询服务/婚庆/汽车保养/娱乐休闲/广告设计/宠物服务/衣物保养/维修服务 
468	161215010100468	个体工商户-娱乐/美容/健身服务-运动健身-游泳馆	1	2015062600004525	休闲娱乐	148	个体工商户-娱乐/健身服务-美容/健身类会所	011006	本地生活服务-婚介交友/咨询服务/婚庆/汽车保养/娱乐休闲/广告设计/宠物服务/衣物保养/维修服务 
469	161215010100469	个体工商户-娱乐/美容/健身服务-运动健身-羽毛球馆	1	2015062600004525	休闲娱乐	148	个体工商户-娱乐/健身服务-美容/健身类会所	011006	本地生活服务-婚介交友/咨询服务/婚庆/汽车保养/娱乐休闲/广告设计/宠物服务/衣物保养/维修服务 
470	161215010100470	个体工商户-娱乐/美容/健身服务-运动健身-桌球馆	1	2015062600004525	休闲娱乐	148	个体工商户-娱乐/健身服务-美容/健身类会所	011006	本地生活服务-婚介交友/咨询服务/婚庆/汽车保养/娱乐休闲/广告设计/宠物服务/衣物保养/维修服务 
471	161215010100471	个体工商户-娱乐/美容/健身服务-运动健身-瑜伽	1	2015062600004525	休闲娱乐	148	个体工商户-娱乐/健身服务-美容/健身类会所	011006	本地生活服务-婚介交友/咨询服务/婚庆/汽车保养/娱乐休闲/广告设计/宠物服务/衣物保养/维修服务 
472	161215010100472	个体工商户-娱乐/美容/健身服务-运动健身-足球场	1	2015062600004525	休闲娱乐	148	个体工商户-娱乐/健身服务-美容/健身类会所	011006	本地生活服务-婚介交友/咨询服务/婚庆/汽车保养/娱乐休闲/广告设计/宠物服务/衣物保养/维修服务 
473	161215010100473	个体工商户-娱乐/美容/健身服务-运动健身-武术场馆	1	2015062600004525	休闲娱乐	148	个体工商户-娱乐/健身服务-美容/健身类会所	011006	本地生活服务-婚介交友/咨询服务/婚庆/汽车保养/娱乐休闲/广告设计/宠物服务/衣物保养/维修服务 
474	161215010100474	个体工商户-娱乐/美容/健身服务-运动健身-溜冰场	1	2015062600004525	休闲娱乐	148	个体工商户-娱乐/健身服务-美容/健身类会所	011006	本地生活服务-婚介交友/咨询服务/婚庆/汽车保养/娱乐休闲/广告设计/宠物服务/衣物保养/维修服务 
475	161215010100475	个体工商户-娱乐/美容/健身服务-运动健身-保龄球馆	1	2015062600004525	休闲娱乐	148	个体工商户-娱乐/健身服务-美容/健身类会所	011006	本地生活服务-婚介交友/咨询服务/婚庆/汽车保养/娱乐休闲/广告设计/宠物服务/衣物保养/维修服务 
476	161215010100476	个体工商户-娱乐/美容/健身服务-运动健身-壁球场	1	2015062600004525	休闲娱乐	148	个体工商户-娱乐/健身服务-美容/健身类会所	011006	本地生活服务-婚介交友/咨询服务/婚庆/汽车保养/娱乐休闲/广告设计/宠物服务/衣物保养/维修服务 
477	161215010100477	个体工商户-娱乐/美容/健身服务-运动健身-排球场	1	2015062600004525	休闲娱乐	148	个体工商户-娱乐/健身服务-美容/健身类会所	011006	本地生活服务-婚介交友/咨询服务/婚庆/汽车保养/娱乐休闲/广告设计/宠物服务/衣物保养/维修服务 
478	161215010100478	个体工商户-娱乐/美容/健身服务-运动健身-高尔夫球场	1	2015062600004525	休闲娱乐	148	个体工商户-娱乐/健身服务-美容/健身类会所	011006	本地生活服务-婚介交友/咨询服务/婚庆/汽车保养/娱乐休闲/广告设计/宠物服务/衣物保养/维修服务 
479	161215010100479	个体工商户-娱乐/美容/健身服务-运动健身-体育场馆	1	2015062600004525	休闲娱乐	148	个体工商户-娱乐/健身服务-美容/健身类会所	011006	本地生活服务-婚介交友/咨询服务/婚庆/汽车保养/娱乐休闲/广告设计/宠物服务/衣物保养/维修服务 
480	161215010100480	个体工商户-娱乐/美容/健身服务-运动健身-健身中心	1	2015062600004525	休闲娱乐	148	个体工商户-娱乐/健身服务-美容/健身类会所	011006	本地生活服务-婚介交友/咨询服务/婚庆/汽车保养/娱乐休闲/广告设计/宠物服务/衣物保养/维修服务 
481	161215010100481	个体工商户-生活/家居-宠物-宠物店	1	2015063000020189	生活服务	305	个体工商户-生活/家居-宠物/宠物食品/饲料	011006	本地生活服务-婚介交友/咨询服务/婚庆/汽车保养/娱乐休闲/广告设计/宠物服务/衣物保养/维修服务  
482	161215010100482	个体工商户-生活/家居-宠物-宠物医院	1	2015063000020189	生活服务	305	个体工商户-生活/家居-宠物/宠物食品/饲料	011006	本地生活服务-婚介交友/咨询服务/婚庆/汽车保养/娱乐休闲/广告设计/宠物服务/衣物保养/维修服务  
483	161215010100483	个体工商户-生活/咨询服务-婚庆/摄影-婚礼策划	1	2015063000020189	生活服务	299	个体工商户-生活/咨询服务-婚庆/摄影	011006	本地生活服务-婚介交友/咨询服务/婚庆/汽车保养/娱乐休闲/广告设计/宠物服务/衣物保养/维修服务 
484	161215010100484	个体工商户-生活/咨询服务-婚庆/摄影-婚纱/礼服	1	2015063000020189	生活服务	299	个体工商户-生活/咨询服务-婚庆/摄影	011006	本地生活服务-婚介交友/咨询服务/婚庆/汽车保养/娱乐休闲/广告设计/宠物服务/衣物保养/维修服务 
485	161215010100485	个体工商户-生活/咨询服务-婚庆/摄影-婚车租赁	1	2015063000020189	生活服务	299	个体工商户-生活/咨询服务-婚庆/摄影	011006	本地生活服务-婚介交友/咨询服务/婚庆/汽车保养/娱乐休闲/广告设计/宠物服务/衣物保养/维修服务 
486	161215010100486	个体工商户-生活/咨询服务-婚庆/摄影-婚纱摄影	1	2015063000020189	生活服务	299	个体工商户-生活/咨询服务-婚庆/摄影	011006	本地生活服务-婚介交友/咨询服务/婚庆/汽车保养/娱乐休闲/广告设计/宠物服务/衣物保养/维修服务 
487	161215010100487	个体工商户-生活/咨询服务-婚庆/摄影-婚纱摄影	1	2015063000020189	生活服务	299	个体工商户-生活/咨询服务-婚庆/摄影	011006	本地生活服务-婚介交友/咨询服务/婚庆/汽车保养/娱乐休闲/广告设计/宠物服务/衣物保养/维修服务 
488	161215010100488	个体工商户-生活/咨询服务-婚庆/摄影-儿童摄影	1	2015063000020189	生活服务	299	个体工商户-生活/咨询服务-婚庆/摄影	011006	本地生活服务-婚介交友/咨询服务/婚庆/汽车保养/娱乐休闲/广告设计/宠物服务/衣物保养/维修服务 
489	161215010100489	个体工商户-生活/咨询服务-婚庆/摄影-孕妇摄影	1	2015063000020189	生活服务	299	个体工商户-生活/咨询服务-婚庆/摄影	011006	本地生活服务-婚介交友/咨询服务/婚庆/汽车保养/娱乐休闲/广告设计/宠物服务/衣物保养/维修服务 
490	161215010100490	个体工商户-生活/咨询服务-婚庆/摄影-艺术写真	1	2015063000020189	生活服务	299	个体工商户-生活/咨询服务-婚庆/摄影	011006	本地生活服务-婚介交友/咨询服务/婚庆/汽车保养/娱乐休闲/广告设计/宠物服务/衣物保养/维修服务 
491	161215010100491	个体工商户-生活/咨询服务-婚庆/摄影-跟拍	1	2015063000020189	生活服务	299	个体工商户-生活/咨询服务-婚庆/摄影	011006	本地生活服务-婚介交友/咨询服务/婚庆/汽车保养/娱乐休闲/广告设计/宠物服务/衣物保养/维修服务 
